role,case_id,candidate_count,ndcg_at_5,ndcg_at_10,top1_agreement,top3_overlap,recall_at_5,recall_at_10,top10_jaccard,predicted_top1_teacher_rank,predicted_top1_drive_id,teacher_top1_drive_id
mdt,REQ_000006,148,0.7483129853316076,0.7060840518136401,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000008,48,0.15321211092442916,0.22093436867927965,0,0.0,0.0,0.3,0.17647058823529413,10,DRV_000085,DRV_000082
mdt,REQ_000013,176,0.21922760788670073,0.20595353028892469,0,0.3333333333333333,0.2,0.1,0.05263157894736842,38,DRV_000087,DRV_000031
mdt,REQ_000015,176,0.13373709536627057,0.1654116802667511,0,0.0,0.0,0.1,0.05263157894736842,70,DRV_000082,DRV_000030
mdt,REQ_000016,148,0.11622247303450178,0.4107247604480114,0,0.0,0.0,0.3,0.17647058823529413,22,DRV_000087,DRV_000179
mdt,REQ_000020,148,0.3527306999052355,0.33008335423461826,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000031,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,7,DRV_000085,DRV_000025
mdt,REQ_000033,148,0.7483129853316076,0.7060840518136401,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000034,148,0.19505854865807967,0.19743271637862966,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_000040,176,0.11622247303450178,0.11929461980594369,0,0.0,0.0,0.0,0.0,13,DRV_000085,DRV_000025
mdt,REQ_000045,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000051,176,0.16596249880022654,0.1925231282102758,0,0.0,0.2,0.1,0.05263157894736842,11,DRV_000086,DRV_000031
mdt,REQ_000054,176,0.11622247303450178,0.11929461980594369,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000059,148,0.11622247303450178,0.12916063698045874,0,0.0,0.0,0.0,0.0,35,DRV_000085,DRV_000082
mdt,REQ_000062,148,0.08399706960054582,0.07066729775938961,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
mdt,REQ_000064,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000074,148,0.2471343823452979,0.2844391332909312,0,0.0,0.2,0.3,0.17647058823529413,29,DRV_000085,DRV_000045
mdt,REQ_000076,48,0.21679918135222281,0.4369658080823133,0,0.0,0.6,0.5,0.3333333333333333,39,DRV_000085,DRV_000059
mdt,REQ_000081,148,0.09924604818371367,0.3846296027688053,0,0.0,0.0,0.3,0.17647058823529413,22,DRV_000087,DRV_000179
mdt,REQ_000082,148,0.19505854865807967,0.19743271637862966,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_000088,176,0.19505854865807967,0.18561993873393798,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000093,148,0.40247072567096026,0.3914990849942588,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000096,176,0.10559629094732119,0.1417366328571243,0,0.0,0.0,0.1,0.05263157894736842,65,DRV_000082,DRV_000030
mdt,REQ_000102,176,0.3374817213220676,0.325010622313769,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000031
mdt,REQ_000103,48,0.4867017986192419,0.5327204491658963,0,0.6666666666666666,0.4,0.6,0.42857142857142855,3,DRV_000085,DRV_000087
mdt,REQ_000107,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,37,DRV_000087,DRV_000023
mdt,REQ_000109,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000111,148,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
mdt,REQ_000124,176,0.19505854865807967,0.18561993873393798,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000137,176,0.09651345412860732,0.08119741597091579,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000025
mdt,REQ_000141,148,0.383696663767043,0.4030297904768567,0,0.3333333333333333,0.4,0.5,0.3333333333333333,6,DRV_000082,DRV_000177
mdt,REQ_000142,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000144,176,0.12927705504354398,0.16165941844376297,0,0.0,0.0,0.1,0.05263157894736842,68,DRV_000082,DRV_000030
mdt,REQ_000145,176,0.17808212380729155,0.18315033634411532,0,0.0,0.0,0.1,0.05263157894736842,7,DRV_000085,DRV_000025
mdt,REQ_000153,176,0.16596249880022654,0.32464646098679606,0,0.0,0.0,0.5,0.3333333333333333,32,DRV_000087,DRV_000177
mdt,REQ_000162,148,0.3527306999052355,0.33008335423461826,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000164,176,0.09651345412860732,0.08119741597091579,0,0.0,0.0,0.0,0.0,15,DRV_000085,DRV_000025
mdt,REQ_000174,176,0.11622247303450178,0.12780951361746404,0,0.0,0.0,0.0,0.0,65,DRV_000082,DRV_000030
mdt,REQ_000177,176,0.28421661223559336,0.2920111066022673,0,0.3333333333333333,0.2,0.2,0.1111111111111111,28,DRV_000087,DRV_000031
mdt,REQ_000180,176,0.11622247303450178,0.10883296552424673,0,0.0,0.0,0.0,0.0,19,DRV_000085,DRV_000025
mdt,REQ_000193,176,0.24479857442380443,0.22746655586072573,0,0.0,0.0,0.2,0.1111111111111111,8,DRV_000085,DRV_000025
mdt,REQ_000200,148,0.7483129853316076,0.7060840518136401,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000226,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000235,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,37,DRV_000087,DRV_000023
mdt,REQ_000260,176,0.17808212380729155,0.18315033634411532,0,0.0,0.0,0.1,0.05263157894736842,10,DRV_000085,DRV_000025
mdt,REQ_000263,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,8,DRV_000085,DRV_000025
mdt,REQ_000264,48,0.4652653334457272,0.6188757768694516,0,0.6666666666666666,0.4,0.5,0.3333333333333333,3,DRV_000085,DRV_000087
mdt,REQ_000268,148,0.24857897930556624,0.5423217128525187,0,0.0,0.4,0.7,0.5384615384615384,34,DRV_000085,DRV_000177
mdt,REQ_000272,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,13,DRV_000085,DRV_000025
mdt,REQ_000273,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000300,176,0.09651345412860732,0.08119741597091579,0,0.0,0.0,0.0,0.0,20,DRV_000085,DRV_000025
mdt,REQ_000314,148,0.18067327990241377,0.4021777306448792,0,0.0,0.0,0.4,0.25,12,DRV_000082,DRV_000177
mdt,REQ_000317,176,0.19505854865807967,0.19548595590845305,0,0.0,0.2,0.1,0.05263157894736842,5,DRV_000085,DRV_000030
mdt,REQ_000321,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000322,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,8,DRV_000085,DRV_000025
mdt,REQ_000323,176,0.11622247303450178,0.19370825928954674,0,0.0,0.0,0.2,0.1111111111111111,40,DRV_000087,DRV_000177
mdt,REQ_000324,148,0.11622247303450178,0.1396222912621557,0,0.0,0.0,0.0,0.0,35,DRV_000085,DRV_000082
mdt,REQ_000345,176,0.11622247303450178,0.11929461980594369,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000358,176,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000031
mdt,REQ_000364,148,0.08399706960054582,0.2565284077592719,0,0.0,0.0,0.1,0.05263157894736842,23,DRV_000085,DRV_000082
mdt,REQ_000365,148,0.11622247303450178,0.14069355584883494,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
mdt,REQ_000379,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000392,148,0.40247072567096026,0.3914990849942588,0,0.3333333333333333,0.2,0.2,0.1111111111111111,2,DRV_000085,DRV_000031
mdt,REQ_000394,148,0.08399706960054582,0.07066729775938961,0,0.0,0.0,0.0,0.0,27,DRV_000086,DRV_000082
mdt,REQ_000404,176,0.16596249880022654,0.16965613074425182,0,0.0,0.2,0.1,0.05263157894736842,65,DRV_000082,DRV_000030
mdt,REQ_000409,176,0.28421661223559336,0.2920111066022673,0,0.3333333333333333,0.2,0.2,0.1111111111111111,31,DRV_000087,DRV_000031
mdt,REQ_000410,48,0.9087889511957286,0.8232775779318587,1,0.6666666666666666,0.6,0.5,0.3333333333333333,1,DRV_000085,DRV_000085
mdt,REQ_000412,176,0.3374817213220676,0.325010622313769,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000031
mdt,REQ_000432,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000433,176,0.10559629094732119,0.1417366328571243,0,0.0,0.2,0.1,0.05263157894736842,65,DRV_000082,DRV_000030
mdt,REQ_000441,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000450,148,0.08399706960054582,0.24584463657747438,0,0.0,0.0,0.2,0.1111111111111111,26,DRV_000086,DRV_000179
mdt,REQ_000455,148,0.3527306999052355,0.33008335423461826,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000457,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,14,DRV_000085,DRV_000025
mdt,REQ_000464,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000465,176,0.2344765864698686,0.25016448947547953,0,0.3333333333333333,0.2,0.1,0.05263157894736842,20,DRV_000086,DRV_000031
mdt,REQ_000467,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000468,148,0.7483129853316076,0.7060840518136401,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000472,48,0.14125524209062482,0.32478912199094034,0,0.0,0.4,0.4,0.25,21,DRV_000085,DRV_000082
mdt,REQ_000474,148,0.19505854865807967,0.19743271637862966,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_000481,148,0.40247072567096026,0.3914990849942588,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000483,148,0.7483129853316076,0.7060840518136401,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000484,148,0.15017532273607806,0.4001451501162416,0,0.0,0.0,0.4,0.25,34,DRV_000085,DRV_000177
mdt,REQ_000486,176,0.19505854865807967,0.21700183001148238,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000031
mdt,REQ_000487,148,0.4479622866342186,0.5828180815415397,0,0.3333333333333333,0.4,0.7,0.5384615384615384,22,DRV_000087,DRV_000179
mdt,REQ_000492,176,0.08126447554543946,0.06836834806190535,0,0.0,0.0,0.0,0.0,21,DRV_000085,DRV_000025
mdt,REQ_000493,148,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
mdt,REQ_000497,176,0.11622247303450178,0.10883296552424673,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000501,148,0.1556405108462907,0.18383917054748525,0,0.0,0.0,0.1,0.05263157894736842,34,DRV_000085,DRV_000175
mdt,REQ_000503,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,15,DRV_000085,DRV_000025
mdt,REQ_000505,148,0.3527306999052355,0.33008335423461826,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000506,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,19,DRV_000085,DRV_000025
mdt,REQ_000513,176,0.34427862595525405,0.3425416813918457,0,0.3333333333333333,0.2,0.2,0.1111111111111111,8,DRV_000087,DRV_000023
mdt,REQ_000521,176,0.19505854865807967,0.19548595590845305,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000530,148,0.40247072567096026,0.3914990849942588,0,0.3333333333333333,0.4,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000536,148,0.7911859156786369,0.7185277802392618,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000537,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,10,DRV_000085,DRV_000025
mdt,REQ_000549,176,0.24857897930556624,0.2756715271633251,0,0.0,0.4,0.3,0.17647058823529413,59,DRV_000087,DRV_000074
mdt,REQ_000554,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000565,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000025
mdt,REQ_000569,176,0.19505854865807967,0.16410406463090865,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000579,148,0.25464637276182184,0.4643969865235322,0,0.0,0.2,0.6,0.42857142857142855,62,DRV_000085,DRV_000082
mdt,REQ_000589,148,0.32970817319885176,0.3878004121988317,0,0.0,0.2,0.2,0.1111111111111111,54,DRV_000085,DRV_000082
mdt,REQ_000602,148,0.19991534850180281,0.41836621195364615,0,0.0,0.0,0.4,0.25,11,DRV_000082,DRV_000177
mdt,REQ_000610,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000616,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000620,176,0.24479857442380443,0.22746655586072573,0,0.0,0.0,0.2,0.1111111111111111,8,DRV_000085,DRV_000025
mdt,REQ_000622,148,0.3527306999052355,0.33008335423461826,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000636,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,15,DRV_000085,DRV_000025
mdt,REQ_000646,148,0.40247072567096026,0.37192997136140604,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000657,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000669,148,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,28,DRV_000087,DRV_000179
mdt,REQ_000685,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000025
mdt,REQ_000692,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000693,176,0.11622247303450178,0.10883296552424673,0,0.0,0.0,0.0,0.0,16,DRV_000085,DRV_000025
mdt,REQ_000709,148,0.18067327990241377,0.48519219271446146,0,0.0,0.0,0.7,0.5384615384615384,57,DRV_000085,DRV_000177
mdt,REQ_000710,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,2,DRV_000085,DRV_000031
mdt,REQ_000716,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000726,148,0.4453862924445427,0.4733382339527994,0,0.0,0.4,0.4,0.25,11,DRV_000082,DRV_000177
mdt,REQ_000763,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,16,DRV_000085,DRV_000025
mdt,REQ_000770,48,0.8918125263449405,0.7898228811009451,1,0.6666666666666666,0.6,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000771,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,2,DRV_000085,DRV_000031
mdt,REQ_000774,176,0.11622247303450178,0.11929461980594369,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000776,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,19,DRV_000085,DRV_000025
mdt,REQ_000789,148,0.19073991968272083,0.39686243238868846,0,0.0,0.2,0.3,0.17647058823529413,25,DRV_000086,DRV_000179
mdt,REQ_000793,176,0.3133126620934465,0.31648980840347385,0,0.3333333333333333,0.2,0.2,0.1111111111111111,10,DRV_000086,DRV_000031
mdt,REQ_000799,176,0.11622247303450178,0.12780951361746404,0,0.0,0.0,0.0,0.0,65,DRV_000082,DRV_000030
mdt,REQ_000806,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,19,DRV_000085,DRV_000025
mdt,REQ_000815,176,0.12927705504354398,0.16165941844376297,0,0.0,0.2,0.1,0.05263157894736842,64,DRV_000082,DRV_000030
mdt,REQ_000817,176,0.07164344124574493,0.11317187278809564,0,0.0,0.0,0.0,0.0,63,DRV_000082,DRV_000026
mdt,REQ_000820,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000844,176,0.12927705504354398,0.16165941844376297,0,0.0,0.2,0.1,0.05263157894736842,65,DRV_000082,DRV_000030
mdt,REQ_000848,176,0.10559629094732119,0.1417366328571243,0,0.0,0.0,0.1,0.05263157894736842,65,DRV_000082,DRV_000030
mdt,REQ_000851,148,0.40247072567096026,0.37192997136140604,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000855,176,0.11622247303450178,0.10883296552424673,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000025
mdt,REQ_000863,176,0.07164344124574493,0.1367974280774789,0,0.0,0.0,0.1,0.05263157894736842,62,DRV_000082,DRV_000026
mdt,REQ_000866,148,0.19505854865807967,0.19743271637862966,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_000878,148,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,16,DRV_000081,DRV_000082
mdt,REQ_000886,148,0.11622247303450178,0.3909865829638884,0,0.0,0.0,0.4,0.25,34,DRV_000085,DRV_000177
mdt,REQ_000891,176,0.2278221495730163,0.2249969534709031,0,0.0,0.0,0.2,0.1111111111111111,8,DRV_000085,DRV_000025
mdt,REQ_000906,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000915,176,0.11622247303450178,0.12916063698045874,0,0.0,0.0,0.0,0.0,15,DRV_000085,DRV_000025
mdt,REQ_000917,148,0.40247072567096026,0.37192997136140604,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000921,176,0.28421661223559336,0.2920111066022673,0,0.3333333333333333,0.2,0.2,0.1111111111111111,20,DRV_000087,DRV_000031
mdt,REQ_000936,176,0.11622247303450178,0.19370825928954674,0,0.0,0.0,0.2,0.1111111111111111,29,DRV_000087,DRV_000177
mdt,REQ_000949,176,0.11622247303450178,0.11929461980594369,0,0.0,0.0,0.0,0.0,14,DRV_000085,DRV_000025
mdt,REQ_000956,148,0.40247072567096026,0.37192997136140604,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000957,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,46,DRV_000082,DRV_000023
mdt,REQ_000959,148,0.40247072567096026,0.37192997136140604,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000962,176,0.11622247303450178,0.11929461980594369,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000997,148,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
mdt,REQ_001005,176,0.11622247303450178,0.10883296552424673,0,0.0,0.0,0.0,0.0,19,DRV_000085,DRV_000025
mdt,REQ_001022,176,0.19505854865807967,0.18561993873393798,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_001026,148,0.19505854865807967,0.19743271637862966,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_001033,148,0.19505854865807967,0.19743271637862966,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_001038,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,2,DRV_000085,DRV_000031
mdt,REQ_001041,148,0.32970817319885176,0.44029835494348957,0,0.0,0.2,0.4,0.25,47,DRV_000085,DRV_000177
mdt,REQ_001054,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,2,DRV_000085,DRV_000031
mdt,REQ_001059,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_001067,176,0.1556405108462907,0.18383917054748525,0,0.0,0.2,0.1,0.05263157894736842,25,DRV_000086,DRV_000031
mdt,REQ_001076,148,0.43156672230358056,0.5690243833566341,0,0.0,0.4,0.7,0.5384615384615384,22,DRV_000087,DRV_000179
mdt,REQ_001079,48,0.5279174468715436,0.6721336891248446,0,0.3333333333333333,0.4,0.7,0.5384615384615384,2,DRV_000085,DRV_000087
mdt,REQ_001080,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000025
mdt,REQ_001088,148,0.18067327990241377,0.4021777306448792,0,0.0,0.0,0.4,0.25,11,DRV_000082,DRV_000177
mdt,REQ_001093,176,0.19505854865807967,0.19548595590845305,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000030
mdt,REQ_001121,148,0.32239549891216035,0.30456214627625583,0,0.3333333333333333,0.4,0.3,0.17647058823529413,6,DRV_000082,DRV_000177
mdt,REQ_001129,176,0.19505854865807967,0.19743271637862966,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_001132,148,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
